Finanzposition;Bezeichnung;EIN/AUS;Teilabschnitt;VQ;FG;DKL;AOB;Voranschlag 2010 EUR;Voranschlag 2009 EUR;Rechnung 2008 EUR
'1.01140.590000';FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN);AUSGABE;'01140';20;0;'SN001';'SN01';       6300.00;       3100.00;       4418.00
'1.01140.631200';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'01140';24;0;'SN001';'SN01';        300.00;          0.00;          0.00
'1.01150.590000';FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN);AUSGABE;'01150';20;0;'SN001';'SN01';       3000.00;          0.00;          0.00
'1.01200.010000';GEBÄUDE;AUSGABE;'01200';40;3;'12230';'0805';       1000.00;       1000.00;          0.00
'1.01200.042000';AMTSAUSSTATTUNG;AUSGABE;'01200';41;3;'MD002';'MDPA';      15000.00;      50000.00;      10474.80
'1.01200.070000';AKTIVIERUNGSFÄHIGE RECHTE;AUSGABE;'01200';42;3;'MD002';'MDPA';          0.00;      15000.00;      23157.56
'1.01200.070100';AKTIVIERUNGSFÄHIGE RECHTE;AUSGABE;'01200';42;3;'MD002';'MDPA';          0.00;      20000.00;          0.00
'1.01200.400000';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'01200';23;3;'MD002';'MDPA';      29700.00;      33000.00;      56855.61
'1.01200.400030';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'01200';23;3;'12230';'0805';       1000.00;       1000.00;          4.11
'1.01200.428000';FERTIG BEZOGENE TEILE;AUSGABE;'01200';23;1;'MD002';'MDPA';       1900.00;       2100.00;       1169.17
'1.01200.459550';SONSTIGE VERBRAUCHSGÜTER;AUSGABE;'01200';23;1;'12230';'0805';       1000.00;       1000.00;          0.52
'1.01200.500000';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'01200';20;0;'SN001';'MDPA';      65900.00;     106100.00;      80971.91
'1.01200.500010';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'01200';20;0;'SN001';'MDPA';       3200.00;       4800.00;       4200.91
'1.01200.501000';GELDBEZÜGE DER BEAMTEN IN HANDWERKLICHER VERWENDUN;AUSGABE;'01200';20;0;'SN001';'MDPA';          0.00;      28600.00;      28440.40
'1.01200.510000';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'01200';20;0;'SN001';'MDPA';      91300.00;      91100.00;      81146.17
'1.01200.510010';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'01200';20;0;'SN001';'MDPA';        700.00;       1400.00;       1020.60
'1.01200.511000';GELDBEZÜGE DER VB. IN HANDWERKLICHER VERWENDUNG;AUSGABE;'01200';20;0;'SN001';'MDPA';      25000.00;          0.00;       8182.80
'1.01200.511010';GELDBEZÜGE DER VB. IN HANDWERKLICHER VERWENDUNG;AUSGABE;'01200';20;0;'SN001';'MDPA';        700.00;          0.00;        170.10
'1.01200.560000';REISEGEBÜHREN;AUSGABE;'01200';20;0;'MD002';'MDPA';        100.00;        100.00;         36.27
'1.01200.563000';SONSTIGE AUFWANDSENTSCHÄDIGUNGEN;AUSGABE;'01200';20;0;'SN001';'MDPA';       2100.00;       1300.00;       2265.90
'1.01200.563100';SONSTIGE AUFWANDSENTSCHÄDIGUNGEN;AUSGABE;'01200';20;0;'SN001';'MDPA';        900.00;          0.00;          0.00
'1.01200.565000';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'01200';20;0;'SN001';'MDPA';       3300.00;       3600.00;       3347.53
'1.01200.565300';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'01200';20;0;'MD002';'MDPA';       3100.00;       3500.00;       4724.31
'1.01200.569000';SONSTIGE NEBENGEBÜHREN;AUSGABE;'01200';20;0;'SN001';'MDPA';       1700.00;       2300.00;       2218.68
'1.01200.580000';DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN;AUSGABE;'01200';20;0;'SN001';'MDPA';       6600.00;       2600.00;       4899.21
'1.01200.581000';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'01200';20;0;'SN001';'MDPA';      25400.00;      40200.00;      27635.75
'1.01200.581500';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'01200';20;0;'SN001';'MDPA';       4100.00;       5400.00;       4924.57
'1.01200.590000';FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN);AUSGABE;'01200';20;0;'SN001';'MDPA';        200.00;          0.00;        245.50
'1.01200.600000';STROM;AUSGABE;'01200';24;1;'12001';'0805';        500.00;        500.00;       1071.18
'1.01200.602000';WASSER;AUSGABE;'01200';24;1;'12101';'0805';        100.00;        100.00;         42.35
'1.01200.603000';WÄRME;AUSGABE;'01200';24;1;'12001';'0805';          0.00;          0.00;        484.73
'1.01200.614000';INSTANDH. VON GEBÄUDEN;AUSGABE;'01200';24;3;'12230';'0805';       6000.00;       4000.00;          4.88
'1.01200.614009';INSTANDH. VON GEBÄUDEN A8/5W;AUSGABE;'01200';24;3;'MD002';'MDPA';        100.00;        100.00;          0.00
'1.01200.614500';INSTANDH. VON GEBÄUDEN;AUSGABE;'01200';24;3;'12230';'0805';       1000.00;       1000.00;        605.54
'1.01200.618000';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'01200';24;3;'MD002';'MDPA';       2200.00;       2400.00;         25.42
'1.01200.618030';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'01200';24;2;'12230';'0805';       1000.00;       1000.00;          0.00
'1.01200.631000';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'01200';24;1;'MD002';'MDPA';       9900.00;       9000.00;       6588.77
'1.01200.631200';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'01200';24;1;'MD002';'MDPA';      15800.00;      19300.00;      17267.64
'1.01200.631300';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'01200';24;1;'MD002';'MDPA';       3700.00;       1500.00;        922.74
'1.01200.670000';VERSICHERUNGEN;AUSGABE;'01200';24;8;'12101';'0805';       5000.00;       5000.00;       4757.88
'1.01200.700000';MIETZINSE LEASINGRATEN;AUSGABE;'01200';24;8;'08107';'0800';          0.00;      95300.00;      63009.40
'1.01200.710000';ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG.;AUSGABE;'01200';24;8;'12101';'0805';        500.00;        500.00;        423.35
'1.01200.728000';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'01200';24;9;'MD002';'MDPA';      28800.00;      32000.00;      20297.97
'1.01200.728100';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'01200';24;8;'12101';'0805';        200.00;        200.00;        203.78
'1.01200.728200';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'01200';24;9;'GMDP0';'MDPA';          0.00;          0.00;       6294.40
'1.01300.346000';INVESTITIONSDARLEHEN VON KREDITINSTITUTEN;AUSGABE;'01300';65;8;'SN021';'SN21';      10500.00;      10200.00;       9966.10
'1.01300.424890';ROH- UND HILFSSTOFFE FÜR DAS BAUNEBENGEWERBE;AUSGABE;'01300';23;1;'G085W';'085W';        100.00;        100.00;          0.00
'1.01300.428890';FERTIG BEZOGENE TEILE;AUSGABE;'01300';23;1;'G085W';'085W';        100.00;        100.00;          0.00
'1.01300.600000';STROM;AUSGABE;'01300';24;1;'12001';'0805';       1000.00;       1000.00;          0.00
'1.01300.602000';WASSER;AUSGABE;'01300';24;1;'12101';'0805';        300.00;        300.00;          0.00
'1.01300.603000';WÄRME;AUSGABE;'01300';24;1;'12001';'0805';       4000.00;       4000.00;          0.00
'1.01300.614000';INSTANDH. VON GEBÄUDEN;AUSGABE;'01300';24;3;'12230';'0805';       6000.00;       4000.00;          0.00
'1.01300.630000';POSTDIENSTE;AUSGABE;'01300';24;1;'MD002';'MDPA';          0.00;        300.00;          0.00
'1.01300.650000';ZINSEN FÜR FINANZSCHULDEN - INLAND;AUSGABE;'01300';25;8;'SN021';'SN21';       2600.00;       4000.00;       4219.44
'1.01300.670000';VERSICHERUNGEN;AUSGABE;'01300';24;8;'12101';'0805';        200.00;        200.00;         20.90
'1.01310.403000';HANDELSWAREN A 8/5 - LAGER;AUSGABE;'01310';23;1;'';'0805';     312000.00;     312000.00;     263493.79
'1.01310.423550';ROH- UND HILFSSTOFFE FÜR DAS BAUHAUPTGEWERBE;AUSGABE;'01310';23;1;'12230';'0805';          0.00;       1000.00;          0.00
'1.01310.424550';ROH- UND HILFSSTOFFE FÜR DAS BAUNEBENGEWERBE;AUSGABE;'01310';23;1;'12230';'0805';          0.00;       1000.00;          0.00
'1.01310.428550';FERTIG BEZOGENE TEILE;AUSGABE;'01310';23;1;'12230';'0805';       1000.00;       1000.00;          0.00
'1.01310.614000';INSTANDH. VON GEBÄUDEN;AUSGABE;'01310';24;3;'12230';'0805';       4000.00;       4000.00;          0.00
'1.01310.618030';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'01310';24;3;'12230';'0805';       1000.00;       1000.00;          0.00
'1.01320.070990';AKTIVIERUNGSFÄHIGE RECHTE;AUSGABE;'01320';42;3;'GMDP0';'MDPA';          0.00;          0.00;       3224.47
'1.01320.400020';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'01320';23;1;'GMDP0';'MDPA';       1500.00;       1500.00;        378.83
'1.01320.409020';GERINGWERTIGE ERSATZTEILE;AUSGABE;'01320';23;1;'GMDP0';'MDPA';       1000.00;       1000.00;          0.00
'1.01320.425020';SONSTIGE ROH- UND HILFSSTOFFE;AUSGABE;'01320';23;1;'GMDP0';'MDPA';       1500.00;       1500.00;        324.44
'1.01320.428020';FERTIG BEZOGENE TEILE;AUSGABE;'01320';23;1;'GMDP0';'MDPA';        100.00;        100.00;          0.00
'1.01320.455020';CHEMISCHE UND SONSTIGE ARTVERWANDTE MITTEL;AUSGABE;'01320';23;1;'GMDP0';'MDPA';        500.00;        500.00;          0.00
'1.01320.456020';SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL;AUSGABE;'01320';23;1;'GMDP0';'MDPA';      70000.00;      70000.00;      53529.74
'1.01320.457120';DRUCKWERKE;AUSGABE;'01320';23;1;'GMDP0';'MDPA';          0.00;      19800.00;          0.00
'1.01320.459020';SONSTIGE VERBRAUCHSGÜTER;AUSGABE;'01320';23;1;'GMDP0';'MDPA';       1700.00;       1700.00;          0.00
'1.01320.500000';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'01320';20;0;'SN001';'MDPA';      73900.00;      60400.00;      58322.51
'1.01320.500010';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'01320';20;0;'SN001';'MDPA';       4500.00;       6000.00;       4842.60
'1.01320.501000';GELDBEZÜGE DER BEAMTEN IN HANDWERKLICHER VERWENDUN;AUSGABE;'01320';20;0;'SN001';'MDPA';      64500.00;      64600.00;      62063.40
'1.01320.501010';GELDBEZÜGE DER BEAMTEN IN HANDWERKLICHER VERWENDUN;AUSGABE;'01320';20;0;'SN001';'MDPA';       1700.00;       1700.00;       1674.40
'1.01320.510000';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'01320';20;0;'SN001';'MDPA';       4300.00;          0.00;          0.00
'1.01320.511000';GELDBEZÜGE DER VB. IN HANDWERKLICHER VERWENDUNG;AUSGABE;'01320';20;0;'SN001';'MDPA';      21600.00;      30100.00;      32528.19
'1.01320.511010';GELDBEZÜGE DER VB. IN HANDWERKLICHER VERWENDUNG;AUSGABE;'01320';20;0;'SN001';'MDPA';          0.00;        100.00;         30.95
'1.01320.522000';GELDBEZÜGE DER NICHT GANZJÄHRIG BESCHÄFTIGTEN ANGE;AUSGABE;'01320';20;0;'GMDP0';'MDPA';        200.00;        200.00;          0.00
'1.01320.560000';REISEGEBÜHREN;AUSGABE;'01320';20;0;'GMDP0';'MDPA';        100.00;        100.00;        101.36
'1.01320.563100';SONSTIGE AUFWANDSENTSCHÄDIGUNGEN;AUSGABE;'01320';20;0;'GMDP0';'MDPA';        100.00;        100.00;          0.00
'1.01320.565000';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'01320';20;0;'SN001';'MDPA';        800.00;        600.00;        548.40
'1.01320.565300';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'01320';20;0;'GMDP0';'MDPA';       1500.00;       1500.00;          0.00
'1.01320.569000';SONSTIGE NEBENGEBÜHREN;AUSGABE;'01320';20;0;'SN001';'MDPA';       6500.00;       7300.00;       6660.00
'1.01320.580000';DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN;AUSGABE;'01320';20;0;'SN001';'MDPA';       8000.00;       2800.00;       5195.41
'1.01320.581000';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'01320';20;0;'SN001';'MDPA';      13300.00;      17700.00;      12819.99
'1.01320.581500';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'01320';20;0;'SN001';'MDPA';       4700.00;       4600.00;       4281.84
'1.01320.614009';INSTANDH. VON GEBÄUDEN A8/5W;AUSGABE;'01320';24;3;'GMDP0';'MDPA';        300.00;        300.00;          0.00
'1.01320.618000';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'01320';24;3;'GMDP0';'MDPA';       5000.00;       5000.00;       7102.35
'1.01320.631000';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'01320';24;1;'GMDP0';'MDPA';        200.00;        200.00;          3.03
'1.01320.631200';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'01320';24;1;'GMDP0';'MDPA';        200.00;        200.00;          2.06
'1.01320.631300';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'01320';24;1;'MD002';'MDPA';          0.00;          0.00;         51.49
'1.01320.631390';TELEKOMMUNIKATIONSDIENSTE EDV;AUSGABE;'01320';24;1;'GMDI0';'MDIM';          0.00;          0.00;       3635.44
'1.01320.700000';MIETZINSE;AUSGABE;'01320';24;8;'12101';'0805';      25000.00;      25000.00;      23680.18
'1.01320.700120';MIETZINSE KOPIERER;AUSGABE;'01320';24;9;'GMDP0';'MDPA';      79000.00;      79000.00;      64964.45
'1.01320.728000';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'01320';24;9;'GMDP0';'MDPA';      10000.00;      10000.00;        347.70
'1.01400.042000';AMTSAUSSTATTUNG;AUSGABE;'01400';41;3;'GSTRH';'STRH';        200.00;        400.00;          0.00
'1.01400.070000';AKTIVIERUNGSFÄHIGE RECHTE;AUSGABE;'01400';42;3;'GSTRH';'STRH';        100.00;        100.00;          0.00
'1.01400.346000';INVESTITIONSDARLEHEN VON KREDITINSTITUTEN;AUSGABE;'01400';65;8;'SN021';'SN21';        700.00;        700.00;        711.08
'1.01400.400000';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'01400';23;1;'GSTRH';'STRH';        200.00;        600.00;        190.59
'1.01400.400030';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'01400';23;1;'12230';'0805';       1000.00;       1000.00;         60.83
'1.01400.402550';MATERIALIEN F.INNERBETRIEBLICHE LEISTUNGEN;AUSGABE;'01400';23;1;'12230';'0805';          0.00;       1000.00;          0.00
'1.01400.420890';PFLANZLICHE ROHSTOFFE;AUSGABE;'01400';23;1;'G085W';'085W';        100.00;        100.00;          0.00
'1.01400.423550';ROH- UND HILFSSTOFFE FÜR DAS BAUHAUPTGEWERBE;AUSGABE;'01400';23;1;'12230';'0805';          0.00;       1000.00;          0.00
'1.01400.424550';ROH- UND HILFSSTOFFE FÜR DAS BAUNEBENGEWERBE;AUSGABE;'01400';23;1;'12230';'0805';          0.00;       1000.00;          0.00
'1.01400.424890';ROH- UND HILFSSTOFFE FÜR DAS BAUNEBENGEWERBE;AUSGABE;'01400';23;1;'G085W';'085W';        100.00;        100.00;          0.00
'1.01400.428550';FERTIG BEZOGENE TEILE;AUSGABE;'01400';23;1;'12230';'0805';       1000.00;       1000.00;          0.00
'1.01400.428890';FERTIG BEZOGENE TEILE;AUSGABE;'01400';23;1;'G085W';'085W';        100.00;        100.00;          0.00
'1.01400.454000';REINIGUNGSMITTEL;AUSGABE;'01400';23;1;'12202';'0805';          0.00;          0.00;         34.58
'1.01400.454100';REINIGUNGSMITTEL;AUSGABE;'01400';23;1;'GSTRH';'STRH';        100.00;        100.00;          0.00
'1.01400.455000';CHEMISCHE UND SONSTIGE ARTVERWANDTE MITTEL;AUSGABE;'01400';23;1;'GSTRH';'STRH';        100.00;        100.00;         62.35
'1.01400.456000';SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL;AUSGABE;'01400';23;1;'GSTRH';'STRH';        500.00;        700.00;        825.47
'1.01400.456990';SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL;AUSGABE;'01400';23;1;'GSTRH';'STRH';        200.00;        300.00;        385.73
'1.01400.457000';DRUCKWERKE;AUSGABE;'01400';23;1;'GSTRH';'STRH';       1000.00;       1300.00;        945.67
'1.01400.457009';DRUCKWERKE KOPIERSERVICE - MDPA;AUSGABE;'01400';23;1;'GSTRH';'STRH';        400.00;        400.00;        161.65
'1.01400.457100';DRUCKWERKE;AUSGABE;'01400';23;1;'GSTRH';'STRH';        100.00;        300.00;          0.00
'1.01400.459000';SONSTIGE VERBRAUCHSGÜTER;AUSGABE;'01400';23;1;'GSTRH';'STRH';        100.00;        200.00;         15.18
'1.01400.500000';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'01400';20;0;'SN001';'STRH';     377000.00;     417100.00;     358194.95
'1.01400.500010';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'01400';20;0;'SN001';'STRH';      29100.00;      31600.00;      29296.70
'1.01400.510000';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'01400';20;0;'SN001';'STRH';     210100.00;     152200.00;     165777.48
'1.01400.510010';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'01400';20;0;'SN001';'STRH';      12000.00;       4900.00;       6068.88
'1.01400.522100';GELDBEZÜGE DER NICHT GANZJÄHRIG BESCHÄFTIGTEN ANGE;AUSGABE;'01400';20;0;'GSTRH';'STRH';          0.00;        300.00;          0.00
'1.01400.560000';REISEGEBÜHREN;AUSGABE;'01400';20;0;'GSTRH';'STRH';       1200.00;       2000.00;       2813.80
'1.01400.563100';SONSTIGE AUFWANDSENTSCHÄDIGUNGEN;AUSGABE;'01400';20;0;'GSTRH';'STRH';        100.00;        200.00;          0.00
'1.01400.565000';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'01400';20;0;'SN001';'STRH';       2500.00;        600.00;        868.30
'1.01400.569000';SONSTIGE NEBENGEBÜHREN;AUSGABE;'01400';20;0;'SN001';'STRH';       2300.00;       3200.00;       2926.60
'1.01400.580000';DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN;AUSGABE;'01400';20;0;'SN001';'STRH';      28000.00;       9400.00;      17081.28
'1.01400.581000';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'01400';20;0;'SN001';'STRH';      49700.00;      54400.00;      42284.59
'1.01400.581500';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'01400';20;0;'SN001';'STRH';      13600.00;      13400.00;      12632.86
'1.01400.590000';FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN);AUSGABE;'01400';20;0;'SN001';'STRH';        900.00;        600.00;        308.00
'1.01400.600000';STROM;AUSGABE;'01400';24;1;'12001';'0805';       2000.00;       2000.00;       2023.44
'1.01400.602000';WASSER;AUSGABE;'01400';24;1;'12101';'0805';        200.00;        200.00;        307.45
'1.01400.603000';WÄRME;AUSGABE;'01400';24;1;'12001';'0805';       1500.00;       1500.00;       1339.12
'1.01400.614000';INSTANDH. VON GEBÄUDEN;AUSGABE;'01400';24;3;'12230';'0805';       6000.00;       4000.00;        391.07
'1.01400.614009';INSTANDH. VON GEBÄUDEN A 8/5W;AUSGABE;'01400';24;3;'GSTRH';'STRH';        100.00;        200.00;       1303.26
'1.01400.614500';INSTANDH. VON GEBÄUDEN;AUSGABE;'01400';24;3;'12230';'0805';       1000.00;       1000.00;       4886.72
'1.01400.618000';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'01400';24;3;'GSTRH';'STRH';        100.00;        200.00;          0.00
'1.01400.618030';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'01400';24;2;'12230';'0805';       1000.00;       1000.00;         71.43
'1.01400.618600';INSTANDH. VON SONSTIGEN ANLAGEN WB;AUSGABE;'01400';24;3;'GSTRH';'STRH';        100.00;        200.00;          0.00
'1.01400.618890';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'01400';24;3;'G085W';'085W';        100.00;        100.00;          0.00
'1.01400.620000';PERSONEN- UND GÜTERTRANSPORTE;AUSGABE;'01400';24;8;'GSTRH';'STRH';        100.00;        200.00;         55.26
'1.01400.630000';POSTDIENSTE;AUSGABE;'01400';24;1;'MD002';'MDPA';        200.00;        100.00;        141.85
'1.01400.631000';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'01400';24;1;'GSTRH';'STRH';        300.00;        500.00;         34.22
'1.01400.631200';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'01400';24;1;'GSTRH';'STRH';        700.00;        900.00;        683.29
'1.01400.631390';TELEKOMMUNIKATIONSDIENSTE EDV;AUSGABE;'01400';24;1;'GMDI0';'MDIM';          0.00;          0.00;       2452.31
'1.01400.650000';ZINSEN FÜR FINANZSCHULDEN - INLAND;AUSGABE;'01400';25;8;'SN021';'SN21';        200.00;        300.00;        342.79
'1.01400.670000';VERSICHERUNGEN;AUSGABE;'01400';24;8;'12101';'0805';        200.00;        200.00;        150.18
'1.01400.700100';MIETZINSE KOPIERER;AUSGABE;'01400';24;9;'GSTRH';'STRH';          0.00;        300.00;        424.41
'1.01400.700200';MIETZINSE LEASINGRATEN;AUSGABE;'01400';24;8;'08107';'0800';      35400.00;      35700.00;      35791.76
'1.01400.710000';ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG.;AUSGABE;'01400';24;8;'12101';'0805';       1600.00;       1600.00;       1381.52
'1.01400.723000';AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN;AUSGABE;'01400';24;9;'GSTRH';'STRH';        300.00;       1600.00;        399.05
'1.01400.723100';AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN KONTROLLÄMTERTAGUNG;AUSGABE;'01400';24;9;'GSTRH';'STRH';       5000.00;          0.00;          0.00
'1.01400.726000';MITGLIEDSBEITRÄGE AN INSTITUTIONEN (IM INLAND);AUSGABE;'01400';24;9;'';'STRH';        300.00;        300.00;        280.00
'1.01400.728100';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'01400';24;8;'12101';'0805';        100.00;        100.00;        249.33
'1.01400.728300';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'01400';24;9;'GSTRH';'STRH';        100.00;       1700.00;        601.34
'1.01400.728310';ENTGELTE FÜR SONSTIGE LEISTUNGEN SCHULUNGEN;AUSGABE;'01400';24;9;'GSTRH';'STRH';        500.00;       1400.00;          0.00
'1.01400.728320';ENTGELTE FÜR SONSTIGE LEISTUNGEN EDV-SCHULUNGEN;AUSGABE;'01400';24;9;'GSTRH';'STRH';        100.00;        500.00;          0.00
'1.01500.042000';AMTSAUSSTATTUNG;AUSGABE;'01500';41;3;'GBD00';'BD00';       2000.00;       2000.00;        426.00
'1.01500.042550';AMTSAUSSTATTUNG;AUSGABE;'01500';41;3;'12230';'0805';       1000.00;       1000.00;          0.00
'1.01500.346000';INVESTITIONSDARLEHEN VON KREDITINSTITUTEN;AUSGABE;'01500';65;8;'SN021';'SN21';          0.00;          0.00;         37.94
'1.01500.400000';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'01500';23;1;'GBD00';'BD00';        200.00;        200.00;      12696.43
'1.01500.400030';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'01500';23;1;'12230';'0805';       1000.00;       1000.00;          4.26
'1.01500.400990';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'01500';23;3;'GMDI0';'MDIM';          0.00;          0.00;        385.01
'1.01500.402550';MATERIALIEN F.INNERBETRIEBLICHE LEISTUNGEN;AUSGABE;'01500';23;1;'12230';'0805';          0.00;       1000.00;          0.00
'1.01500.403000';HANDELSWAREN;AUSGABE;'01500';23;1;'GBD00';'BD00';        500.00;        500.00;          0.00
'1.01500.423550';ROH- UND HILFSSTOFFE FÜR DAS BAUHAUPTGEWERBE;AUSGABE;'01500';23;1;'12230';'0805';          0.00;       1000.00;          0.00
'1.01500.424550';ROH- UND HILFSSTOFFE FÜR DAS BAUNEBENGEWERBE;AUSGABE;'01500';23;1;'12230';'0805';          0.00;       1000.00;          0.00
'1.01500.428550';FERTIG BEZOGENE TEILE;AUSGABE;'01500';23;1;'12230';'0805';       1000.00;       1000.00;          0.00
'1.01500.428890';FERTIG BEZOGENE TEILE;AUSGABE;'01500';23;1;'G085W';'085W';        100.00;        100.00;          0.00
'1.01500.454000';REINIGUNGSMITTEL;AUSGABE;'01500';23;1;'12202';'0805';          0.00;          0.00;         73.95
'1.01500.456000';SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL;AUSGABE;'01500';23;1;'GBD00';'BD00';        400.00;        400.00;        185.85
'1.01500.456990';SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL;AUSGABE;'01500';23;1;'GBD00';'BD00';        200.00;        200.00;        867.02
'1.01500.457000';DRUCKWERKE;AUSGABE;'01500';23;1;'GBD00';'BD00';        400.00;        400.00;        400.72
'1.01500.457009';DRUCKWERKE KOPIERSERVICE - MDPA;AUSGABE;'01500';23;1;'GBD00';'BD00';          0.00;          0.00;        884.40
'1.01500.457100';DRUCKWERKE;AUSGABE;'01500';23;1;'GBD00';'BD00';        200.00;        200.00;          0.00
'1.01500.457300';DRUCKWERKE;AUSGABE;'01500';23;1;'GBD00';'BD00';        400.00;        400.00;          0.00
'1.01500.459100';SONSTIGE VERBRAUCHSGÜTER;AUSGABE;'01500';23;1;'GBD00';'BD00';          0.00;          0.00;        122.53
'1.01500.500000';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'01500';20;0;'SN001';'BD00';      39000.00;     124200.00;     114345.50
'1.01500.500010';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'01500';20;0;'SN001';'BD00';      15600.00;      15500.00;      15020.60
'1.01500.510000';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'01500';20;0;'SN001';'BD00';      21700.00;      27900.00;      27246.66
'1.01500.510010';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'01500';20;0;'SN001';'BD00';       1000.00;       1000.00;        936.60
'1.01500.560000';REISEGEBÜHREN;AUSGABE;'01500';20;0;'GBD00';'BD00';        500.00;        500.00;          0.00
