Finanzposition;Bezeichnung;EIN/AUS;Teilabschnitt;VQ;FG;DKL;AOB;Voranschlag 2009 EUR;Voranschlag 2008 EUR;Rechnung 2007 EUR
'1.13300.620600';PERSONEN- UND GÜTERTRANSPORTE WB;AUSGABE;'13300';24;9;'G0070';'0700';        200.00;        200.00;          0.00
'1.13300.630000';POSTDIENSTE;AUSGABE;'13300';24;1;'MD002';'MDPA';        900.00;        900.00;        908.80
'1.13300.631000';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'13300';24;1;'G0070';'0700';        500.00;        500.00;        286.44
'1.13300.631200';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'13300';24;1;'G0070';'0700';       1100.00;       1100.00;       1109.42
'1.13300.631300';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'13300';24;1;'MD002';'MDPA';          0.00;        100.00;         27.15
'1.13300.631390';TELEKOMMUNIKATIONSDIENSTE EDV;AUSGABE;'13300';24;1;'GMDI0';'MDIM';          0.00;       2200.00;       4032.00
'1.13300.650000';ZINSEN FÜR FINANZSCHULDEN - INLAND;AUSGABE;'13300';25;8;'SN021';'SN21';       1300.00;       1400.00;       1648.25
'1.13300.670000';VERSICHERUNGEN;AUSGABE;'13300';24;8;'12101';'0805';        400.00;       1300.00;       1219.66
'1.13300.700000';MIETZINSE;AUSGABE;'13300';24;8;'G0070';'0700';          0.00;          0.00;        150.00
'1.13300.700200';MIETZINSE LEASINGRATEN;AUSGABE;'13300';24;8;'08107';'0800';      24900.00;      24700.00;      24703.77
'1.13300.700300';MIETZINSE KOPIERER;AUSGABE;'13300';24;8;'G0070';'0700';          0.00;          0.00;        207.01
'1.13300.710000';ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG.;AUSGABE;'13300';24;8;'12101';'0805';       1600.00;       1600.00;       1515.03
'1.13300.723000';AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN;AUSGABE;'13300';24;9;'G0070';'0700';          0.00;          0.00;       1170.90
'1.13300.728000';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'13300';24;8;'G0070';'0700';       1000.00;          0.00;          0.00
'1.13300.728100';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'13300';24;8;'12101';'0805';        900.00;        900.00;        818.25
'1.13300.728200';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'13300';24;8;'G0070';'0700';       2000.00;       2000.00;       1332.65
'1.13300.728310';ENTGELTE FÜR SONSTIGE LEISTUNGEN SCHULUNGEN;AUSGABE;'13300';24;9;'G0070';'0700';        400.00;        400.00;        100.00
'1.13300.728400';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'13300';24;9;'G0070';'0700';      10000.00;      10000.00;          0.00
'1.13300.728500';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'13300';24;8;'G0070';'0700';        500.00;        500.00;        830.10
'1.13300.764000';ENTSCHÄDIGUNGEN;AUSGABE;'13300';27;5;'G0070';'0700';          0.00;       1000.00;        880.00
'1.13900.010500';GEBÄUDE;AUSGABE;'13900';40;3;'GMDP0';'MDPA';        100.00;        200.00;          0.00
'1.13900.042500';AMTSAUSSTATTUNG;AUSGABE;'13900';41;3;'GMDP0';'MDPA';        200.00;        400.00;          0.00
'1.13900.042509';AMTSAUSSTATTUNG A 8/5W;AUSGABE;'13900';41;3;'GMDP0';'MDPA';        100.00;        200.00;          0.00
'1.13900.070500';AKTIVIERUNGSFÄHIGE RECHTE;AUSGABE;'13900';42;3;'GMDP0';'MDPA';        100.00;        100.00;          0.00
'1.13900.070990';AKTIVIERUNGSFÄHIGE RECHTE EDV;AUSGABE;'13900';42;3;'GMDI0';'MDIM';          0.00;          0.00;         93.60
'1.13900.346000';INVESTITIONSDARLEHEN VON KREDITINSTITUTEN;AUSGABE;'13900';65;8;'SN021';'SN21';        100.00;        100.00;        139.96
'1.13900.400030';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'13900';23;1;'12230';'0805';       1000.00;          0.00;          0.00
'1.13900.400500';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'13900';23;1;'GMDP0';'MDPA';        200.00;        400.00;        126.18
'1.13900.403500';HANDELSWAREN;AUSGABE;'13900';23;9;'GMDP0';'MDPA';        100.00;        200.00;          0.00
'1.13900.454500';REINIGUNGSMITTEL;AUSGABE;'13900';23;1;'GMDP0';'MDPA';        100.00;          0.00;          0.00
'1.13900.456500';SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL;AUSGABE;'13900';23;1;'GMDP0';'MDPA';        400.00;        400.00;        347.32
'1.13900.457000';DRUCKWERKE;AUSGABE;'13900';23;1;'GMDP0';'MDPA';          0.00;        100.00;          0.00
'1.13900.459500';SONSTIGE VERBRAUCHSGÜTER;AUSGABE;'13900';23;1;'GMDP0';'MDPA';        100.00;        100.00;         23.35
'1.13900.614000';INSTANDH. VON GEBÄUDEN;AUSGABE;'13900';24;3;'12230';'0805';       4000.00;       1000.00;          0.00
'1.13900.618990';INSTANDH. VON SONSTIGEN ANLAGEN EDV;AUSGABE;'13900';24;3;'GMDI0';'MDIM';          0.00;        100.00;          0.00
'1.13900.620600';PERSONEN- UND GÜTERTRANSPORTE WB;AUSGABE;'13900';24;9;'GMDP0';'MDPA';        700.00;       1000.00;          0.00
'1.13900.630000';POSTDIENSTE;AUSGABE;'13900';24;1;'MD002';'MDPA';       5000.00;       5000.00;       4949.50
'1.13900.631000';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'13900';24;1;'GMDP0';'MDPA';        800.00;        800.00;        806.31
'1.13900.631200';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'13900';24;1;'GMDP0';'MDPA';        400.00;        500.00;        547.61
'1.13900.631300';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'13900';24;1;'MD002';'MDPA';        100.00;        100.00;         59.27
'1.13900.631390';TELEKOMMUNIKATIONSDIENSTE EDV;AUSGABE;'13900';24;1;'GMDI0';'MDIM';          0.00;       2000.00;       2016.00
'1.13900.650000';ZINSEN FÜR FINANZSCHULDEN - INLAND;AUSGABE;'13900';25;8;'SN021';'SN21';        100.00;        100.00;         41.13
'1.13900.670000';VERSICHERUNGEN;AUSGABE;'13900';24;8;'12101';'0805';          0.00;          0.00;         20.41
'1.13900.700000';MIETZINSE;AUSGABE;'13900';24;8;'12101';'0805';      27000.00;      26500.00;      25956.05
'1.13900.700300';MIETZINSE KOPIERER;AUSGABE;'13900';24;8;'GMDP0';'MDPA';        100.00;        100.00;         22.28
'1.13900.728500';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'13900';24;9;'GMDP0';'MDPA';          0.00;        100.00;          0.00
'1.16200.010000';GEBÄUDE;AUSGABE;'16200';40;3;'G0FW0';'FW00';      87000.00;     107800.00;      13485.50
'1.16200.010990';GEBÄUDE;AUSGABE;'16200';40;3;'GMDI0';'MDIM';          0.00;          0.00;       9665.00
'1.16200.020000';MASCHINEN UND MASCHINELLE ANLAGEN;AUSGABE;'16200';41;3;'G0FW0';'FW00';       9000.00;       5000.00;          0.00
'1.16200.030000';WERKZEUGE U.SONST.ERZEUGUNGSHILFSMITTEL;AUSGABE;'16200';41;3;'G0FW0';'FW00';        800.00;        800.00;          0.00
'1.16200.040000';FAHRZEUGE;AUSGABE;'16200';41;3;'G0FW0';'FW00';      28800.00;      17500.00;     104936.56
'1.16200.042000';AMTSAUSSTATTUNG;AUSGABE;'16200';41;3;'G0FW0';'FW00';       1500.00;       3000.00;       2397.60
'1.16200.042100';AMTSAUSSTATTUNG;AUSGABE;'16200';41;3;'G0FW0';'FW00';     101000.00;     150600.00;      27989.69
'1.16200.042990';AMTSAUSSTATTUNG;AUSGABE;'16200';41;3;'GMDI0';'MDIM';          0.00;          0.00;        484.37
'1.16200.070000';AKTIVIERUNGSFÄHIGE RECHTE;AUSGABE;'16200';42;3;'G0FW0';'FW00';      25000.00;      25000.00;       1567.20
'1.16200.346000';INVESTITIONSDARLEHEN VON KREDITINSTITUTEN;AUSGABE;'16200';65;8;'SN021';'SN21';     259000.00;     251200.00;     339441.87
'1.16200.400000';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'16200';23;1;'G0FW0';'FW00';       1800.00;       2000.00;        518.64
'1.16200.400030';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'16200';23;1;'12230';'0805';       1000.00;          0.00;          0.00
'1.16200.400100';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS DIENSTKLEIDER;AUSGABE;'16200';23;1;'G0FW0';'FW00';     143000.00;     411700.00;      48749.00
'1.16200.400200';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'16200';23;3;'G0FW0';'FW00';     110400.00;      50000.00;      54267.08
'1.16200.400990';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'16200';23;3;'GMDI0';'MDIM';          0.00;          0.00;       7727.87
'1.16200.402000';MATERIALIEN F.INNERBETRIEBLICHE LEISTUNGEN;AUSGABE;'16200';23;3;'G0FW0';'FW00';      50000.00;      15000.00;      11964.95
'1.16200.402550';MATERIALIEN F.INNERBETRIEBLICHE LEISTUNGEN;AUSGABE;'16200';23;1;'12230';'0805';       1000.00;          0.00;          0.00
'1.16200.403000';HANDELSWAREN;AUSGABE;'16200';23;9;'G0FW0';'FW00';       6000.00;       1400.00;        342.02
'1.16200.409000';GERINGWERTIGE ERSATZTEILE;AUSGABE;'16200';23;1;'G0FW0';'FW00';       6000.00;       7000.00;       1425.59
'1.16200.423550';ROH- UND HILFSSTOFFE FÜR DAS BAUHAUPTGEWERBE;AUSGABE;'16200';23;1;'12230';'0805';       1000.00;          0.00;          0.00
'1.16200.424000';ROH- UND HILFSSTOFFE FÜR DAS BAUNEBENGEWERBE;AUSGABE;'16200';23;1;'G0FW0';'FW00';        500.00;        500.00;         38.06
'1.16200.424550';ROH- UND HILFSSTOFFE FÜR DAS BAUNEBENGEWERBE;AUSGABE;'16200';23;1;'12230';'0805';       1000.00;          0.00;          0.00
'1.16200.424890';ROH- UND HILFSSTOFFE FÜR DAS BAUNEBENGEWERBE;AUSGABE;'16200';23;1;'G085W';'085W';        100.00;        100.00;          0.00
'1.16200.425000';SONSTIGE ROH- UND HILFSSTOFFE;AUSGABE;'16200';23;1;'G0FW0';'FW00';      19300.00;      10000.00;       4101.33
'1.16200.428000';FERTIG BEZOGENE TEILE;AUSGABE;'16200';23;1;'G0FW0';'FW00';      12500.00;       3000.00;       4270.83
'1.16200.428550';FERTIG BEZOGENE TEILE;AUSGABE;'16200';23;1;'12230';'0805';       1000.00;          0.00;          0.00
'1.16200.451100';BRENNSTOFFE;AUSGABE;'16200';23;8;'G0FW0';'FW00';        400.00;        500.00;        812.19
'1.16200.452000';TREIBSTOFFE;AUSGABE;'16200';23;1;'G0FW0';'FW00';      79000.00;      60000.00;      55375.05
'1.16200.453000';SCHMIER- UND SCHLEIFMITTEL;AUSGABE;'16200';23;1;'G0FW0';'FW00';       2000.00;       2000.00;       1838.87
'1.16200.454000';REINIGUNGSMITTEL;AUSGABE;'16200';23;1;'12202';'0805';          0.00;          0.00;       2908.26
'1.16200.454100';REINIGUNGSMITTEL;AUSGABE;'16200';23;1;'G0FW0';'FW00';       2000.00;       3000.00;        820.57
'1.16200.455000';CHEMISCHE UND SONSTIGE ARTVERWANDTE MITTEL;AUSGABE;'16200';23;1;'G0FW0';'FW00';      13700.00;      28000.00;       2948.17
'1.16200.456000';SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL;AUSGABE;'16200';23;1;'G0FW0';'FW00';       6600.00;       7000.00;       4296.33
'1.16200.456990';SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL;AUSGABE;'16200';23;1;'G0FW0';'FW00';       3800.00;       2500.00;       2432.25
'1.16200.457000';DRUCKWERKE;AUSGABE;'16200';23;1;'G0FW0';'FW00';       8200.00;       4500.00;       4322.53
'1.16200.457009';DRUCKWERKE KOPIERSERVICE - MDPA;AUSGABE;'16200';23;1;'G0FW0';'FW00';       5200.00;       3500.00;       4603.26
'1.16200.457100';DRUCKWERKE;AUSGABE;'16200';23;1;'G0FW0';'FW00';       1500.00;       1500.00;       1135.37
'1.16200.458000';MITTEL ZUR ÄRZTL. BETREUUNG UND GESUNDHEITSVORSORG;AUSGABE;'16200';23;1;'G0FW0';'FW00';       5100.00;       3000.00;       1197.06
'1.16200.459000';SONSTIGE VERBRAUCHSGÜTER;AUSGABE;'16200';23;1;'G0FW0';'FW00';        800.00;       1500.00;        875.04
'1.16200.459100';SONSTIGE VERBRAUCHSGÜTER;AUSGABE;'16200';23;1;'G0FW0';'FW00';      11800.00;       6500.00;       9292.57
'1.16200.459990';SONSTIGE VERBRAUCHSGÜTER;AUSGABE;'16200';23;1;'';'MDIM';          0.00;          0.00;        103.30
'1.16200.480000';FREMDBEARBEITUNG (LOHNARBEIT);AUSGABE;'16200';23;1;'G0FW0';'FW00';       2000.00;       1000.00;        940.39
'1.16200.500000';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'16200';20;0;'SN001';'FW00';    5432200.00;    5617000.00;    5274633.89
'1.16200.500010';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'16200';20;0;'SN001';'FW00';     829800.00;     836900.00;     788537.59
'1.16200.501000';GELDBEZÜGE DER BEAMTEN IN HANDWERKLICHER VERWENDUN;AUSGABE;'16200';20;0;'SN001';'FW00';      14300.00;      26600.00;      25920.30
'1.16200.501010';GELDBEZÜGE DER BEAMTEN IN HANDWERKLICHER VERWENDUN;AUSGABE;'16200';20;0;'SN001';'FW00';        400.00;        800.00;        798.70
'1.16200.510000';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'16200';20;0;'SN001';'FW00';    2286900.00;    2288900.00;    2228753.20
'1.16200.510010';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'16200';20;0;'SN001';'FW00';     402100.00;     386100.00;     375923.58
'1.16200.511000';GELDBEZÜGE DER VB. IN HANDWERKLICHER VERWENDUNG;AUSGABE;'16200';20;0;'SN001';'FW00';      35000.00;      34700.00;      33823.50
'1.16200.511010';GELDBEZÜGE DER VB. IN HANDWERKLICHER VERWENDUNG;AUSGABE;'16200';20;0;'SN001';'FW00';          0.00;        100.00;        130.90
'1.16200.560000';REISEGEBÜHREN;AUSGABE;'16200';20;0;'G0FW0';'FW00';      16000.00;       8000.00;       6011.33
'1.16200.563000';SONSTIGE AUFWANDSENTSCHÄDIGUNGEN;AUSGABE;'16200';20;0;'SN001';'FW00';      17300.00;      18800.00;      18275.90
'1.16200.563100';SONSTIGE AUFWANDSENTSCHÄDIGUNGEN;AUSGABE;'16200';20;0;'G0FW0';'FW00';       4700.00;       4700.00;       4762.08
'1.16200.565000';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'16200';20;0;'SN001';'FW00';      24300.00;      23800.00;      23212.70
'1.16200.565300';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'16200';20;0;'G0FW0';'FW00';      60000.00;      45000.00;      45675.58
'1.16200.567000';BELOHNUNGEN UND GELDAUSHILFEN;AUSGABE;'16200';20;0;'SN001';'FW00';        300.00;        300.00;        300.00
'1.16200.569000';SONSTIGE NEBENGEBÜHREN;AUSGABE;'16200';20;0;'SN001';'FW00';    2869500.00;    2789400.00;    2716069.15
'1.16200.580000';DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN;AUSGABE;'16200';20;0;'SN001';'FW00';     187700.00;          0.00;          0.00
'1.16200.581000';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'16200';20;0;'SN001';'FW00';    1280500.00;    1056500.00;    1028743.83
'1.16200.581500';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'16200';20;0;'SN001';'FW00';     253300.00;     243800.00;     237356.27
'1.16200.590000';FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN);AUSGABE;'16200';20;0;'SN001';'FW00';       1900.00;        800.00;        758.00
'1.16200.600000';STROM;AUSGABE;'16200';24;1;'12001';'0805';      80000.00;      70000.00;      52165.93
'1.16200.601000';GAS;AUSGABE;'16200';24;1;'12001';'0805';      12000.00;      13000.00;      11459.00
'1.16200.602000';WASSER;AUSGABE;'16200';24;1;'12101';'0805';       6000.00;       7300.00;       7238.38
'1.16200.603000';WÄRME;AUSGABE;'16200';24;1;'12001';'0805';      80000.00;      75000.00;      65120.45
'1.16200.613000';INSTANDH. VON SONSTIGEN GRUNDSTÜCKSEINRICHTUNGEN;AUSGABE;'16200';24;3;'G0FW0';'FW00';        500.00;        500.00;          0.00
'1.16200.614000';INSTANDH. VON GEBÄUDEN;AUSGABE;'16200';24;3;'G0FW0';'FW00';        500.00;       1000.00;       2472.23
'1.16200.614200';INSTANDH. VON GEBÄUDEN;AUSGABE;'16200';24;3;'G0FW0';'FW00';      21000.00;      56000.00;      23866.22
'1.16200.614500';INSTANDH. VON GEBÄUDEN;AUSGABE;'16200';24;3;'12230';'0805';       1000.00;          0.00;          0.00
'1.16200.614900';INSTANDH. VON GEBÄUDEN;AUSGABE;'16200';24;3;'21162';'2100';       1300.00;       1300.00;          0.00
'1.16200.616000';INSTANDH. VON MASCHINEN U. MASCHINELLEN ANLAGEN;AUSGABE;'16200';24;3;'G0FW0';'FW00';       6400.00;       4200.00;      13782.86
'1.16200.617000';INSTANDH. VON FAHRZEUGEN;AUSGABE;'16200';24;3;'G0FW0';'FW00';      64700.00;      55000.00;      54652.12
'1.16200.618000';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'16200';24;3;'G0FW0';'FW00';       3000.00;       2500.00;        358.86
'1.16200.618030';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'16200';24;3;'12230';'0805';       1000.00;          0.00;          0.00
'1.16200.618100';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'16200';24;3;'G0FW0';'FW00';      73200.00;      40000.00;      18018.36
'1.16200.618990';INSTANDH. VON SONSTIGEN ANLAGEN EDV;AUSGABE;'16200';24;3;'GMDI0';'MDIM';          0.00;        100.00;          0.00
'1.16200.619000';INSTANDH. VON SONDERANLAGEN;AUSGABE;'16200';24;3;'G0FW0';'FW00';      59300.00;      59300.00;      44228.31
'1.16200.619100';INSTANDH. VON SONDERANLAGEN HYDRANTENPAUSCHALE;AUSGABE;'16200';24;2;'G0FW0';'FW00';      93500.00;      91000.00;      86508.65
'1.16200.620000';PERSONEN- UND GÜTERTRANSPORTE;AUSGABE;'16200';24;8;'G0FW0';'FW00';       1700.00;       1500.00;       1019.60
'1.16200.630000';POSTDIENSTE;AUSGABE;'16200';24;1;'MD002';'MDPA';       6200.00;       6200.00;       6214.21
'1.16200.631000';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'16200';24;1;'G0FW0';'FW00';      10000.00;      10000.00;      10339.24
'1.16200.631100';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'16200';24;1;'G0FW0';'FW00';      73000.00;      73000.00;      72074.63
'1.16200.631200';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'16200';24;1;'G0FW0';'FW00';      15000.00;      23000.00;      22347.64
'1.16200.631300';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'16200';24;1;'MD002';'MDPA';        200.00;        300.00;        264.23
'1.16200.631390';TELEKOMMUNIKATIONSDIENSTE EDV;AUSGABE;'16200';24;1;'GMDI0';'MDIM';          0.00;      10000.00;      14224.08
'1.16200.642000';BERATUNGSKOSTEN;AUSGABE;'16200';24;9;'G0FW0';'FW00';          0.00;          0.00;        600.00
'1.16200.650000';ZINSEN FÜR FINANZSCHULDEN - INLAND;AUSGABE;'16200';25;8;'SN021';'SN21';      90400.00;      64000.00;      79071.84
'1.16200.670000';VERSICHERUNGEN;AUSGABE;'16200';24;8;'12101';'0805';      30000.00;      40000.00;      39417.53
'1.16200.690000';SCHADENSFÄLLE;AUSGABE;'16200';24;9;'G0FW0';'FW00';      20000.00;       2000.00;      29744.90
'1.16200.690100';SCHADENSFÄLLE;AUSGABE;'16200';24;8;'08690';'DI00';          0.00;          0.00;        549.37
'1.16200.700100';MIETZINSE;AUSGABE;'16200';24;9;'G0FW0';'FW00';       2000.00;       2500.00;       1974.22
'1.16200.700200';MIETZINSE LEASINGRATEN;AUSGABE;'16200';24;8;'08107';'0800';     173100.00;     194200.00;     195206.66
'1.16200.700300';MIETZINSE LEASINGRATEN;AUSGABE;'16200';24;8;'08107';'0800';          0.00;          0.00;      39313.27
'1.16200.700400';MIETZINSE KOPIERER;AUSGABE;'16200';24;9;'G0FW0';'FW00';       2100.00;       2300.00;       2150.34
'1.16200.700500';MIETZINSE GBG-MIETEN;AUSGABE;'16200';24;8;'12020';'0805';     590000.00;     391000.00;     251776.30
'1.16200.700890';MIETZINSE;AUSGABE;'16200';24;9;'G085W';'085W';        100.00;        100.00;          0.00
'1.16200.710000';ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG.;AUSGABE;'16200';24;8;'12101';'0805';      21000.00;      21000.00;      20038.14
'1.16200.710100';ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG.;AUSGABE;'16200';24;8;'G0FW0';'FW00';      10100.00;      10000.00;      10130.74
'1.16200.723000';AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN;AUSGABE;'16200';24;9;'G0FW0';'FW00';       2000.00;       2000.00;       1180.73
'1.16200.726000';MITGLIEDSBEITRÄGE AN INSTITUTIONEN (IM INLAND);AUSGABE;'16200';24;4;'';'FW00';       1300.00;       1300.00;       1215.72
'1.16200.728100';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'16200';24;8;'12101';'0805';        400.00;        400.00;        384.65
'1.16200.728200';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'16200';24;8;'G0FW0';'FW00';      28300.00;      50000.00;      27938.72
'1.16200.728310';ENTGELTE FÜR SONSTIGE LEISTUNGEN SCHULUNGEN;AUSGABE;'16200';24;9;'G0FW0';'FW00';      25400.00;       3000.00;       3626.61
'1.16200.728320';ENTGELTE FÜR SONSTIGE LEISTUNGEN WÄSCHEREI;AUSGABE;'16200';24;9;'G0FW0';'FW00';       4100.00;       4100.00;       4017.82
'1.16200.728990';ENTGELTE FÜR SONSTIGE LEISTUNGEN EDV;AUSGABE;'16200';24;8;'GMDI0';'MDIM';          0.00;       3800.00;       3880.75
'1.16200.757000';LFD. TRANSFERZ. AN PRIV.ORGANISATIONEN O.ERWERBSZW;AUSGABE;'16200';27;5;'';'FW00';       4000.00;       4000.00;       4000.00
'1.16300.754000';LFD. TRANSFERZ. AN SONST.TRÄGER D.ÖFFENTL.RECHTS;AUSGABE;'16300';26;5;'';'FW00';          0.00;          0.00;          0.00
'1.17900.020100';MASCHINEN UND MASCHINELLE ANLAGEN;AUSGABE;'17900';41;3;'HOCHW';'FW00';          0.00;          0.00;          0.00
'1.17900.042100';AMTSAUSSTATTUNG;AUSGABE;'17900';41;3;'HOCHW';'FW00';          0.00;          0.00;          0.00
'1.17900.400100';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'17900';23;1;'HOCHW';'FW00';          0.00;          0.00;          0.00
'1.17900.422100';MINERALISCHE ROHSTOFFE;AUSGABE;'17900';23;1;'HOCHW';'FW00';          0.00;          0.00;          0.00
'1.17900.428100';FERTIG BEZOGENE TEILE;AUSGABE;'17900';23;1;'HOCHW';'FW00';          0.00;          0.00;          0.00
'1.17900.565100';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'17900';20;0;'HOCHW';'FW00';          0.00;          0.00;          0.00
'1.17900.670000';VERSICHERUNGEN;AUSGABE;'17900';24;8;'12101';'0805';          0.00;          0.00;          8.16
'1.17900.728100';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'17900';24;9;'HOCHW';'FW00';          0.00;          0.00;          0.00
'1.18000.346000';INVESTITIONSDARLEHEN VON KREDITINSTITUTEN;AUSGABE;'18000';65;8;'SN021';'SN21';        600.00;        600.00;        579.77
'1.18000.600000';STROM;AUSGABE;'18000';24;1;'12001';'0805';       1000.00;       1000.00;        745.73
'1.18000.650000';ZINSEN FÜR FINANZSCHULDEN - INLAND;AUSGABE;'18000';25;8;'SN021';'SN21';        300.00;        300.00;        360.74
'1.18000.757000';LFD. TRANSFERZ. AN PRIV.ORGANISATIONEN O.ERWERBSZW;AUSGABE;'18000';27;5;'';'FW00';      15100.00;      17600.00;       5000.00
'1.20000.042010';AMTSAUSSTATTUNG;AUSGABE;'20000';41;3;'GSSA0';'SS00';       4000.00;       4000.00;       9803.32
'1.20000.346000';INVESTITIONSDARLEHEN VON KREDITINSTITUTEN;AUSGABE;'20000';65;8;'SN021';'SN21';      98800.00;      96300.00;      94558.98
'1.20000.400010';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'20000';23;3;'GSSA0';'SS00';       2000.00;       2000.00;       7842.69
'1.20000.400030';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'20000';23;1;'12230';'0805';       1000.00;          0.00;          0.00
'1.20000.428000';FERTIG BEZOGENE TEILE;AUSGABE;'20000';23;1;'GSSA0';'SS00';          0.00;          0.00;        692.58
'1.20000.428550';FERTIG BEZOGENE TEILE;AUSGABE;'20000';23;1;'12230';'0805';       1000.00;          0.00;         88.47
'1.20000.452000';TREIBSTOFFE;AUSGABE;'20000';23;1;'GSSA0';'SS00';        500.00;        500.00;          0.00
'1.20000.454010';REINIGUNGSMITTEL;AUSGABE;'20000';23;1;'GSSA0';'SS00';       1000.00;       1000.00;          0.00
'1.20000.456010';SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL;AUSGABE;'20000';23;1;'GSSA0';'SS00';       2500.00;       2500.00;       2682.10
'1.20000.457009';DRUCKWERKE KOPIERSERVICE - MDPA;AUSGABE;'20000';23;1;'GSSA0';'SS00';       4200.00;       4200.00;       3915.57
'1.20000.457010';DRUCKWERKE;AUSGABE;'20000';23;1;'GSSA0';'SS00';       1700.00;       1700.00;        792.97
'1.20000.458000';MITTEL ZUR ÄRZTL. BETREUUNG UND GESUNDHEITSVORSORG;AUSGABE;'20000';23;8;'GSSA0';'SS00';        300.00;        300.00;      11302.10
'1.20000.459010';SONSTIGE VERBRAUCHSGÜTER;AUSGABE;'20000';23;1;'GSSA0';'SS00';        400.00;        400.00;         27.59
'1.20000.500000';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'20000';20;0;'SN001';'SS00';     757700.00;     731200.00;     760687.48
'1.20000.500010';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'20000';20;0;'SN001';'SS00';      27600.00;      20000.00;      26254.20
'1.20000.501010';GELDBEZÜGE DER BEAMTEN IN HANDWERKLICHER VERWENDUN;AUSGABE;'20000';20;0;'SN001';'SS00';      10300.00;       9800.00;       9578.80
'1.20000.510000';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'20000';20;0;'SN001';'SS00';     415400.00;     450400.00;     438973.60
