Finanzposition;Bezeichnung;EIN/AUS;Teilabschnitt;VQ;FG;DKL;AOB;Voranschlag 2012 EUR;Voranschlag 2011 EUR;Rechnung 2010 EUR
'1.20000.510010';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'20000';20;0;'SN001';'SS00';       8700.00;       6000.00;       5782.00
'1.20000.511000';GELDBEZÜGE DER VB. IN HANDWERKLICHER VERWENDUNG;AUSGABE;'20000';20;0;'SN001';'SS00';     125300.00;      29100.00;      82790.70
'1.20000.511010';GELDBEZÜGE DER VB. IN HANDWERKLICHER VERWENDUNG;AUSGABE;'20000';20;0;'SN001';'SS00';       2800.00;       1200.00;       3016.20
'1.20000.523100';GELDBEZÜGE DER NICHT GANZJÄHRIG BESCHÄFTIGTEN ARBE;AUSGABE;'20000';20;0;'SN001';'SS00';      31900.00;      48000.00;      17153.66
'1.20000.523500';GELDBEZÜGE DER NICHT GANZJÄHRIG BESCHÄFTIGTEN ARBE;AUSGABE;'20000';20;0;'GSSA0';'SS00';       2300.00;       2300.00;       3792.40
'1.20000.560000';REISEGEBÜHREN;AUSGABE;'20000';20;0;'GSSA0';'SS00';       1500.00;       1500.00;        970.18
'1.20000.563000';SONSTIGE AUFWANDSENTSCHÄDIGUNGEN;AUSGABE;'20000';20;0;'SN001';'SS00';       6800.00;      14100.00;      12633.81
'1.20000.563100';SONSTIGE AUFWANDSENTSCHÄDIGUNGEN;AUSGABE;'20000';20;0;'GSSA0';'SS00';       7000.00;       7000.00;       8297.72
'1.20000.565000';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'20000';20;0;'SN001';'SS00';      36900.00;      15400.00;      15029.30
'1.20000.565300';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'20000';20;0;'GSSA0';'SS00';        400.00;        400.00;       5014.30
'1.20000.569000';SONSTIGE NEBENGEBÜHREN;AUSGABE;'20000';20;0;'SN001';'SS00';       5300.00;      78400.00;      75638.99
'1.20000.580000';DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN;AUSGABE;'20000';20;0;'SN001';'SS00';      26100.00;      70600.00;      56294.40
'1.20000.580900';DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN;AUSGABE;'20000';20;0;'GSSA0';'SS00';          0.00;          0.00;        170.66
'1.20000.581000';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'20000';20;0;'SN001';'SS00';      92600.00;     119400.00;     146360.14
'1.20000.581500';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'20000';20;0;'SN001';'SS00';      18500.00;      29800.00;      30967.85
'1.20000.581900';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'20000';20;0;'GSSA0';'SS00';          0.00;          0.00;        799.46
'1.20000.590000';FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN);AUSGABE;'20000';20;0;'SN001';'SS00';       1000.00;       1800.00;       1207.50
'1.20000.600000';STROM;AUSGABE;'20000';24;1;'GSSA0';'SS00';          0.00;       6700.00;       5759.84
'1.20000.600005';STROM;AUSGABE;'20000';24;1;'GSSA0';'SS00';       6200.00;          0.00;          0.00
'1.20000.602010';WASSER;AUSGABE;'20000';24;1;'GSSA0';'SS00';          0.00;          0.00;        540.02
'1.20000.603000';WÄRME;AUSGABE;'20000';24;1;'GSSA0';'SS00';          0.00;       6700.00;      10787.14
'1.20000.603005';WÄRME;AUSGABE;'20000';24;1;'GSSA0';'SS00';      10800.00;          0.00;          0.00
'1.20000.614000';INSTANDH. VON GEBÄUDEN;AUSGABE;'20000';24;3;'GSSA0';'SS00';          0.00;          0.00;        282.14
'1.20000.614120';INSTANDH. VON GEBÄUDEN;AUSGABE;'20000';24;3;'12230';'0804';       1000.00;       1000.00;          0.00
'1.20000.614500';INSTANDH. VON GEBÄUDEN;AUSGABE;'20000';24;3;'12230';'0804';       1000.00;       1000.00;       4637.13
'1.20000.616000';INSTANDH. VON MASCHINEN U. MASCHINELLEN ANLAGEN;AUSGABE;'20000';24;3;'GSSA0';'SS00';        300.00;        300.00;        105.96
'1.20000.617000';INSTANDH. VON FAHRZEUGEN;AUSGABE;'20000';24;3;'GSSA0';'SS00';          0.00;          0.00;       1394.16
'1.20000.618006';INSTANDH. VON SONSTIGEN ANLAGEN GBG;AUSGABE;'20000';24;3;'GSSA0';'SS00';        100.00;          0.00;          0.00
'1.20000.618010';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'20000';24;3;'GSSA0';'SS00';        400.00;        400.00;        294.52
'1.20000.618600';INSTANDH. VON SONSTIGEN ANLAGEN WB;AUSGABE;'20000';24;3;'GSSA0';'SS00';          0.00;        100.00;          0.00
'1.20000.620006';PERSONEN- UND GÜTERTRANSPORTE GBG;AUSGABE;'20000';24;9;'GSSA0';'SS00';       3400.00;          0.00;          0.00
'1.20000.620600';PERSONEN- UND GÜTERTRANSPORTE WB;AUSGABE;'20000';24;9;'GSSA0';'SS00';          0.00;       3400.00;        270.00
'1.20000.630000';POSTDIENSTE;AUSGABE;'20000';24;1;'MD002';'MDPA';       5100.00;          0.00;          0.00
'1.20000.630010';POSTDIENSTE;AUSGABE;'20000';24;1;'GSSA0';'SS00';       6500.00;       6500.00;       5095.00
'1.20000.631000';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'20000';24;1;'GSSA0';'SS00';          0.00;          0.00;       1264.56
'1.20000.631200';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'20000';24;1;'GSSA0';'SS00';          0.00;          0.00;       2991.23
'1.20000.631390';TELEKOMMUNIKATIONSDIENSTE EDV;AUSGABE;'20000';24;1;'GMDI0';'MDIM';          0.00;          0.00;       9624.96
'1.20000.650000';ZINSEN FÜR FINANZSCHULDEN - INLAND;AUSGABE;'20000';25;8;'SN021';'SN21';      13700.00;      16700.00;      18801.08
'1.20000.670000';VERSICHERUNGEN;AUSGABE;'20000';24;8;'12101';'0804';          0.00;       7600.00;       3372.25
'1.20000.670010';VERSICHERUNGEN;AUSGABE;'20000';24;8;'GSSA0';'SS00';          0.00;          0.00;      17610.62
'1.20000.700100';MIETZINSE;AUSGABE;'20000';24;9;'GSSA0';'SS00';          0.00;       3300.00;       2084.90
'1.20000.700200';MIETZINSE LEASINGRATEN;AUSGABE;'20000';24;8;'08107';'0800';          0.00;      75700.00;      61900.65
'1.20000.700800';MIETZINSE INFRANET;AUSGABE;'20000';24;8;'12230';'0804';       1000.00;       1000.00;        810.77
'1.20000.710000';ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG.;AUSGABE;'20000';24;8;'12101';'0804';          0.00;       4800.00;       5482.48
'1.20000.710050';ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG.;AUSGABE;'20000';24;8;'SN028';'SN28';          0.00;          0.00;        328.48
'1.20000.723000';AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN;AUSGABE;'20000';24;9;'GSSA0';'SS00';        500.00;        500.00;       2297.39
'1.20000.726100';MITGLIEDSBEITRÄGE AN INSTITUTIONEN (IM INLAND);AUSGABE;'20000';24;4;'';'MDPA';       1400.00;       1400.00;       1372.07
'1.20000.728006';ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG;AUSGABE;'20000';24;3;'GBGSS';'SS00';       2300.00;       2300.00;          0.00
'1.20000.728007';ENTGELTE FÜR SONSTIGE LEISTUNGEN ITG;AUSGABE;'20000';24;9;'ITSSA';'SS00';     451800.00;          0.00;          0.00
'1.20000.728016';ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG-REINIGUNG;AUSGABE;'20000';24;9;'GSSA0';'SS00';      38700.00;          0.00;          0.00
'1.20000.728036';ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG;AUSGABE;'20000';24;9;'GBGIV';'0804';       3800.00;          0.00;          0.00
'1.20000.728070';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'20000';24;9;'GSSA0';'SS00';        200.00;          0.00;          0.00
'1.20000.728100';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'20000';24;8;'12101';'0804';          0.00;        700.00;       1205.93
'1.20000.728110';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'20000';24;9;'GSSA0';'SS00';          0.00;          0.00;        108.39
'1.20000.728120';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'20000';24;3;'12230';'0804';          0.00;          0.00;         71.74
'1.20000.728200';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'20000';24;9;'GSSA0';'SS00';          0.00;          0.00;        274.97
'1.20000.728310';ENTGELTE FÜR SONSTIGE LEISTUNGEN SCHULUNGEN;AUSGABE;'20000';24;9;'GSSA0';'SS00';       2000.00;       2000.00;       1100.00
'1.20000.728320';ENTGELTE FÜR SONSTIGE LEISTUNGEN EDV-SCHULUNGEN;AUSGABE;'20000';24;9;'GSSA0';'SS00';        300.00;        300.00;          0.00
'1.20000.728980';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'20000';24;9;'GSSA0';'SS00';       8000.00;          0.00;       3956.41
'1.20000.728990';ENTGELTE FÜR SONSTIGE LEISTUNGEN EDV;AUSGABE;'20000';24;9;'GMDI0';'MDIM';          0.00;          0.00;       7800.00
'1.20000.754000';LFD. TRANSFERZ. AN SONST.TRÄGER D.ÖFFENTL.RECHTS;AUSGABE;'20000';26;5;'';'SS00';          0.00;          0.00;       3800.00
'1.20000.755000';LFD. TRANSFERZ. AN UNTERNEHMUNGEN (OHNE FINANZUNTE;AUSGABE;'20000';27;5;'';'SS00';          0.00;          0.00;       5400.00
'1.20000.757000';LFD. TRANSFERZ. AN PRIV.ORGANISATIONEN O.ERWERBSZW;AUSGABE;'20000';27;5;'';'SS00';     339100.00;     330800.00;     352010.00
'1.20000.768000';SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE;AUSGABE;'20000';27;5;'20003';'SS00';          0.00;          0.00;       5000.00
'1.20200.042006';AMTSAUSSTATTUNG GBG;AUSGABE;'20200';41;3;'G0130';'1300';        200.00;          0.00;          0.00
'1.20200.042600';AMTSAUSSTATTUNG WB;AUSGABE;'20200';41;3;'G0130';'1300';          0.00;        100.00;          0.00
'1.20200.346000';INVESTITIONSDARLEHEN VON KREDITINSTITUTEN;AUSGABE;'20200';65;8;'SN021';'SN21';        500.00;        500.00;        414.17
'1.20200.400000';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'20200';23;1;'G0130';'1300';        100.00;        100.00;          0.00
'1.20200.400030';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'20200';23;1;'12230';'0804';          0.00;       1000.00;          0.00
'1.20200.428550';FERTIG BEZOGENE TEILE;AUSGABE;'20200';23;1;'12230';'0804';          0.00;       1000.00;          0.00
'1.20200.456000';SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL;AUSGABE;'20200';23;1;'G0130';'1300';        100.00;        100.00;       2507.93
'1.20200.456990';SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL;AUSGABE;'20200';23;1;'G0130';'1300';          0.00;          0.00;       1029.00
'1.20200.457000';DRUCKWERKE;AUSGABE;'20200';23;1;'G0130';'1300';        500.00;        500.00;          0.00
'1.20200.457009';DRUCKWERKE KOPIERSERVICE - MDPA;AUSGABE;'20200';23;1;'G0130';'1300';        200.00;        200.00;          0.00
'1.20200.457100';DRUCKWERKE;AUSGABE;'20200';23;1;'G0130';'1300';        100.00;        100.00;        218.88
'1.20200.459000';SONSTIGE VERBRAUCHSGÜTER;AUSGABE;'20200';23;1;'G0130';'1300';        100.00;        100.00;          0.00
'1.20200.500000';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'20200';20;0;'SN001';'1300';     225500.00;     220000.00;     215204.05
'1.20200.500010';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'20200';20;0;'SN001';'1300';      20500.00;      23300.00;      23924.40
'1.20200.522500';GELDBEZÜGE DER NICHT GANZJÄHRIG BESCHÄFTIGTEN ANGE;AUSGABE;'20200';20;0;'G0130';'1300';          0.00;          0.00;       1612.83
'1.20200.560000';REISEGEBÜHREN;AUSGABE;'20200';20;0;'G0130';'1300';       1000.00;          0.00;        796.00
'1.20200.563100';SONSTIGE AUFWANDSENTSCHÄDIGUNGEN;AUSGABE;'20200';20;0;'G0130';'1300';        800.00;          0.00;        390.18
'1.20200.565300';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'20200';20;0;'G0130';'1300';       1800.00;          0.00;       4745.32
'1.20200.569000';SONSTIGE NEBENGEBÜHREN;AUSGABE;'20200';20;0;'SN001';'1300';       3300.00;        700.00;        565.20
'1.20200.580000';DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN;AUSGABE;'20200';20;0;'SN001';'1300';      10300.00;      15200.00;      11217.99
'1.20200.580900';DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN;AUSGABE;'20200';20;0;'G0130';'1300';          0.00;          0.00;         72.59
'1.20200.581000';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'20200';20;0;'SN001';'1300';       9800.00;       9200.00;       9652.99
'1.20200.581500';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'20200';20;0;'SN001';'1300';       6000.00;       5700.00;       5880.74
'1.20200.581900';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'20200';20;0;'G0130';'1300';          0.00;          0.00;        342.07
'1.20200.600000';STROM;AUSGABE;'20200';24;1;'12001';'0804';          0.00;       2400.00;        988.88
'1.20200.600005';STROM;AUSGABE;'20200';24;1;'12001';'0804';       2400.00;          0.00;          0.00
'1.20200.613009';INSTANDH. VON SONSTIGEN GRUNDSTÜCKSEINRICHTUNGEN A 8/5W;AUSGABE;'20200';24;3;'G0130';'1300';          0.00;          0.00;       3976.71
'1.20200.614000';INSTANDH. VON GEBÄUDEN;AUSGABE;'20200';24;3;'12230';'0804';          0.00;       5700.00;          0.00
'1.20200.614008';INSTANDH. VON GEBÄUDEN HOLDING;AUSGABE;'20200';24;3;'G0130';'1300';        800.00;          0.00;          0.00
'1.20200.614009';INSTANDH. VON GEBÄUDEN A 8/5W;AUSGABE;'20200';24;3;'G0130';'1300';          0.00;          0.00;        186.64
'1.20200.618000';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'20200';24;3;'G0130';'1300';        100.00;        100.00;          0.00
'1.20200.618006';INSTANDH. VON SONSTIGEN ANLAGEN GBG;AUSGABE;'20200';24;3;'G0130';'1300';       1000.00;          0.00;          0.00
'1.20200.618008';INSTANDH. VON SONSTIGEN ANLAGEN HOLDING;AUSGABE;'20200';24;3;'G0130';'1300';        700.00;          0.00;          0.00
'1.20200.618009';INSTANDH. VON SONSTIGEN ANLAGEN A 8/5W;AUSGABE;'20200';24;3;'G0130';'1300';          0.00;          0.00;      27848.23
'1.20200.618030';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'20200';24;3;'12230';'0804';          0.00;       1000.00;          0.00
'1.20200.618600';INSTANDH. VON SONSTIGEN ANLAGEN WB;AUSGABE;'20200';24;3;'G0130';'1300';          0.00;       1000.00;          0.00
'1.20200.619009';INSTANDH. VON SONDERANLAGEN A 8/5W;AUSGABE;'20200';24;3;'G0130';'1300';          0.00;          0.00;      16016.26
'1.20200.620000';PERSONEN- UND GÜTERTRANSPORTE;AUSGABE;'20200';24;8;'G0130';'1300';        400.00;        400.00;        186.70
'1.20200.620006';PERSONEN- UND GÜTERTRANSPORTE GBG;AUSGABE;'20200';24;9;'G0130';'1300';        100.00;          0.00;          0.00
'1.20200.620600';PERSONEN- UND GÜTERTRANSPORTE WB;AUSGABE;'20200';24;9;'G0130';'1300';          0.00;        100.00;       2688.05
'1.20200.620609';PERSONEN- UND GÜTERTRANSPORTE A8/5W;AUSGABE;'20200';24;9;'G0130';'1300';          0.00;          0.00;        200.00
'1.20200.630000';POSTDIENSTE;AUSGABE;'20200';24;1;'MD002';'MDPA';       2700.00;       2000.00;       2095.71
'1.20200.631000';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'20200';24;1;'G0130';'1300';       2000.00;          0.00;        214.10
'1.20200.631200';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'20200';24;1;'G0130';'1300';        500.00;          0.00;        469.59
'1.20200.631390';TELEKOMMUNIKATIONSDIENSTE EDV;AUSGABE;'20200';24;1;'GMDI0';'MDIM';          0.00;          0.00;       2820.00
'1.20200.650000';ZINSEN FÜR FINANZSCHULDEN - INLAND;AUSGABE;'20200';25;8;'SN021';'SN21';        100.00;        100.00;         76.32
'1.20200.670000';VERSICHERUNGEN;AUSGABE;'20200';24;8;'12101';'0804';          0.00;        100.00;       1745.92
'1.20200.700000';MIETZINSE;AUSGABE;'20200';24;8;'12101';'0804';          0.00;      20900.00;      21921.84
'1.20200.700005';MIETZINSE;AUSGABE;'20200';24;8;'12101';'0804';      22500.00;          0.00;          0.00
'1.20200.700100';MIETZINSE KOPIERER;AUSGABE;'20200';24;9;'G0130';'1300';       1100.00;       1100.00;          0.00
'1.20200.700200';MIETZINSE;AUSGABE;'20200';24;9;'G0130';'1300';          0.00;          0.00;        224.30
'1.20200.723000';AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN;AUSGABE;'20200';24;9;'G0130';'1300';        300.00;        300.00;        213.30
'1.20200.728000';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'20200';24;9;'G0130';'1300';          0.00;          0.00;       5763.16
'1.20200.728006';ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG;AUSGABE;'20200';24;3;'G0130';'1300';          0.00;       1600.00;          0.00
'1.20200.728009';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'20200';24;9;'G0130';'1300';          0.00;          0.00;        416.18
'1.20200.728016';ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG;AUSGABE;'20200';24;9;'G0130';'1300';       6600.00;          0.00;          0.00
'1.20200.728026';ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG;AUSGABE;'20200';24;9;'GBGIV';'0804';        100.00;          0.00;          0.00
'1.20200.728036';ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG;AUSGABE;'20200';24;9;'GBGIV';'0804';        700.00;          0.00;          0.00
'1.20200.728070';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'20200';24;9;'G0130';'1300';        200.00;          0.00;          0.00
'1.20200.728310';ENTGELTE FÜR SONSTIGE LEISTUNGEN SCHULUNGEN;AUSGABE;'20200';24;9;'G0130';'1300';        100.00;        100.00;          0.00
'1.20200.728320';ENTGELTE FÜR SONSTIGE LEISTUNGEN EDV-SCHULUNGEN;AUSGABE;'20200';24;9;'G0130';'1300';        100.00;        100.00;          0.00
'1.20200.728980';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'20200';24;9;'G0130';'1300';          0.00;          0.00;       2727.98
'1.21000.751001';LFD. TRANSFERZAHLUNGEN AN LÄNDER UND LANDESFONDS SCHULBAUFONDS;AUSGABE;'21000';26;4;'';'0800';     360000.00;     358000.00;     335669.63
'1.21100.010000';GEBÄUDE;AUSGABE;'21100';40;2;'GSSA0';'SS00';          0.00;          0.00;       6420.00
'1.21100.010200';GEBÄUDE;AUSGABE;'21100';40;3;'23102';'2300';          0.00;          0.00;       6420.00
'1.21100.020000';MASCHINEN UND MASCHINELLE ANLAGEN;AUSGABE;'21100';41;3;'GSSA0';'SS00';       8700.00;       8700.00;      15369.90
'1.21100.040210';FAHRZEUGE PFLEGE- UND HILFSPERSONAL;AUSGABE;'21100';41;8;'GSSA0';'SS00';          0.00;          0.00;      33336.00
'1.21100.042009';AMTSAUSSTATTUNG;AUSGABE;'21100';41;3;'GSSA0';'SS00';          0.00;          0.00;        680.40
'1.21100.042010';AMTSAUSSTATTUNG;AUSGABE;'21100';41;3;'GSSA0';'SS00';      24000.00;      24000.00;      64803.29
'1.21100.050000';SONDERANLAGEN;AUSGABE;'21100';40;3;'GSSA0';'SS00';       8500.00;       8500.00;          0.00
'1.21100.070000';AKTIVIERUNGSFÄHIGE RECHTE;AUSGABE;'21100';42;3;'GSSA0';'SS00';       1200.00;       1200.00;       1915.20
'1.21100.346000';INVESTITIONSDARLEHEN VON KREDITINSTITUTEN;AUSGABE;'21100';65;8;'SN021';'SN21';     709000.00;     710400.00;     847997.38
'1.21100.400010';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'21100';23;1;'GSSA0';'SS00';      60700.00;      60700.00;      93433.87
'1.21100.400110';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS DIENSTKLEIDER;AUSGABE;'21100';23;1;'GSSA0';'SS00';        200.00;        200.00;          0.00
'1.21100.400200';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'21100';23;1;'GSSA0';'SS00';       1000.00;       1000.00;          0.00
'1.21100.403000';HANDELSWAREN;AUSGABE;'21100';23;9;'GSSA0';'SS00';       1000.00;       1000.00;       1650.00
'1.21100.409000';GERINGWERTIGE ERSATZTEILE;AUSGABE;'21100';23;1;'GSSA0';'SS00';          0.00;          0.00;         62.15
'1.21100.420000';PFLANZLICHE ROHSTOFFE;AUSGABE;'21100';23;1;'GSSA0';'SS00';          0.00;          0.00;       9772.74
'1.21100.422000';MINERALISCHE ROHSTOFFE;AUSGABE;'21100';23;1;'GSSA0';'SS00';          0.00;          0.00;       2181.36
'1.21100.424000';ROH- UND HILFSSTOFFE FÜR DAS BAUNEBENGEWERBE;AUSGABE;'21100';23;1;'GSSA0';'SS00';          0.00;          0.00;      39301.12
'1.21100.428000';FERTIG BEZOGENE TEILE;AUSGABE;'21100';23;1;'GSSA0';'SS00';          0.00;          0.00;      22118.77
'1.21100.451000';BRENNSTOFFE;AUSGABE;'21100';23;1;'GSSA0';'SS00';          0.00;       6700.00;      11916.19
'1.21100.451005';BRENNSTOFFE;AUSGABE;'21100';23;1;'GSSA0';'SS00';      11900.00;          0.00;          0.00
'1.21100.451100';BRENNSTOFFE;AUSGABE;'21100';23;1;'GSSA0';'SS00';          0.00;          0.00;        287.29
'1.21100.452000';TREIBSTOFFE;AUSGABE;'21100';23;1;'GSSA0';'SS00';          0.00;          0.00;       1505.57
'1.21100.453000';SCHMIER- UND SCHLEIFMITTEL;AUSGABE;'21100';23;1;'GSSA0';'SS00';        400.00;        400.00;          0.00
'1.21100.454006';REINIGUNGSMITTEL GBG;AUSGABE;'21100';23;1;'GBGSS';'SS00';       4100.00;          0.00;          0.00
'1.21100.454010';REINIGUNGSMITTEL;AUSGABE;'21100';23;1;'GSSA0';'SS00';          0.00;       4100.00;      36051.00
'1.21100.455000';CHEMISCHE UND SONSTIGE ARTVERWANDTE MITTEL;AUSGABE;'21100';23;1;'GSSA0';'SS00';          0.00;          0.00;       1283.43
'1.21100.456010';SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL;AUSGABE;'21100';23;1;'GSSA0';'SS00';       1000.00;       1000.00;       4699.53
'1.21100.457009';DRUCKWERKE KOPIERSERVICE - MDPA;AUSGABE;'21100';23;1;'GSSA0';'SS00';        500.00;        500.00;        902.50
'1.21100.457010';DRUCKWERKE;AUSGABE;'21100';23;1;'GSSA0';'SS00';       1900.00;       1900.00;       2356.00
'1.21100.457110';DRUCKWERKE;AUSGABE;'21100';23;1;'GSSA0';'SS00';      10200.00;      10200.00;      11959.45
'1.21100.458000';MITTEL ZUR ÄRZTL. BETREUUNG UND GESUNDHEITSVORSORG;AUSGABE;'21100';23;1;'GSSA0';'SS00';        700.00;        700.00;        459.64
'1.21100.459010';SONSTIGE VERBRAUCHSGÜTER;AUSGABE;'21100';23;1;'GSSA0';'SS00';       1000.00;       1000.00;       5627.74
'1.21100.480000';FREMDBEARBEITUNG (LOHNARBEIT);AUSGABE;'21100';23;1;'GSSA0';'SS00';          0.00;          0.00;        759.73
'1.21100.501000';GELDBEZÜGE DER BEAMTEN IN HANDWERKLICHER VERWENDUN;AUSGABE;'21100';20;0;'SN001';'SS00';     535200.00;     515200.00;     532259.97
'1.21100.501010';GELDBEZÜGE DER BEAMTEN IN HANDWERKLICHER VERWENDUN;AUSGABE;'21100';20;0;'SN001';'SS00';      19400.00;      20600.00;      22422.40
'1.21100.510000';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'21100';20;0;'SN001';'SS00';          0.00;       7100.00;      13558.68
'1.21100.510010';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'21100';20;0;'SN001';'SS00';          0.00;        300.00;         95.67
'1.21100.511000';GELDBEZÜGE DER VB. IN HANDWERKLICHER VERWENDUNG;AUSGABE;'21100';20;0;'SN001';'SS00';      60600.00;          0.00;    1198196.65
'1.21100.511010';GELDBEZÜGE DER VB. IN HANDWERKLICHER VERWENDUNG;AUSGABE;'21100';20;0;'SN001';'SS00';       1400.00;        100.00;       1601.60
'1.21100.522500';GELDBEZÜGE DER NICHT GANZJÄHRIG BESCHÄFTIGTEN ANGE;AUSGABE;'21100';20;0;'GSSA0';'SS00';          0.00;          0.00;      18540.56
'1.21100.563000';SONSTIGE AUFWANDSENTSCHÄDIGUNGEN;AUSGABE;'21100';20;0;'SN001';'SS00';      10300.00;      10000.00;      10214.40
'1.21100.565000';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'21100';20;0;'SN001';'SS00';      99600.00;      19300.00;      16860.90
'1.21100.565300';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'21100';20;0;'GSSA0';'SS00';      15000.00;      15000.00;      38330.91
'1.21100.569000';SONSTIGE NEBENGEBÜHREN;AUSGABE;'21100';20;0;'SN001';'SS00';       1500.00;     201000.00;     168441.42
'1.21100.580000';DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN;AUSGABE;'21100';20;0;'SN001';'SS00';      33900.00;      44000.00;      90013.96
'1.21100.580900';DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN;AUSGABE;'21100';20;0;'GSSA0';'SS00';          0.00;          0.00;        834.36
'1.21100.581000';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'21100';20;0;'SN001';'SS00';      42800.00;     115000.00;     306864.89
'1.21100.581500';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'21100';20;0;'SN001';'SS00';      20200.00;      35300.00;      36095.83
'1.21100.581900';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'21100';20;0;'GSSA0';'SS00';          0.00;          0.00;       3932.21
'1.21100.590000';FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN);AUSGABE;'21100';20;0;'SN001';'SS00';          0.00;       2200.00;       2285.50
'1.21100.600000';STROM;AUSGABE;'21100';24;1;'GSSA0';'SS00';          0.00;     171000.00;     264231.45
'1.21100.600005';STROM;AUSGABE;'21100';24;1;'GSSA0';'SS00';     264300.00;          0.00;          0.00
'1.21100.601000';GAS;AUSGABE;'21100';24;1;'GSSA0';'SS00';          0.00;     218500.00;     164091.78
'1.21100.601005';GAS;AUSGABE;'21100';24;1;'GSSA0';'SS00';     225000.00;          0.00;          0.00
'1.21100.602010';WASSER;AUSGABE;'21100';24;1;'GSSA0';'SS00';          0.00;          0.00;      38074.35
